;Nome da Instituição;Nome do Curso de Graduação;Quantia de Bolsas;Código do Curso de Graduação;Quantidade de Ingressantes no Curso;Quantidade de Desistências;Nome da Grande Área do Curso segundo a classificação CINE BRASIL;Percentual de Bolsas
591;universidade regional do noroeste do estado do rio grande do sul;nutrição;5;10968;512;200.0;saúde e bem-estar;0.98
592;universidade regional do noroeste do estado do rio grande do sul;pedagogia;4;42088;552;247.0;educação;0.72
593;universidade regional do noroeste do estado do rio grande do sul;psicologia;8;32224;1328;651.0;ciências sociais, comunicação e informação;0.6
594;universidade regional integrada do alto uruguai e das missões;administração;68;8787;3768;1630.0;negócios, administração e direito;1.8
595;universidade regional integrada do alto uruguai e das missões;agronomia;10;106130;744;173.0;agricultura, silvicultura, pesca e veterinária;1.34
596;universidade regional integrada do alto uruguai e das missões;agropecuária;6;1186790;616;145.0;agricultura, silvicultura, pesca e veterinária;0.97
597;universidade regional integrada do alto uruguai e das missões;arquitetura e urbanismo;22;49506;1440;601.0;engenharia, produção e construção;1.53
598;universidade regional integrada do alto uruguai e das missões;ciência da computação;35;64020;1248;660.0;computação e tecnologias da informação e comunicação (tic);2.8
599;universidade regional integrada do alto uruguai e das missões;ciências biológicas;47;8801;1088;402.0;educação;4.32
600;universidade regional integrada do alto uruguai e das missões;ciências contábeis;49;8786;2384;845.0;negócios, administração e direito;2.06
601;universidade regional integrada do alto uruguai e das missões;direito;116;8810;6392;2255.0;negócios, administração e direito;1.81
602;universidade regional integrada do alto uruguai e das missões;educação física;43;64106;2352;856.0;educação;1.83
603;universidade regional integrada do alto uruguai e das missões;enfermagem;24;18494;1312;467.0;saúde e bem-estar;1.83
604;universidade regional integrada do alto uruguai e das missões;engenharia agrícola;7;19342;224;119.0;agricultura, silvicultura, pesca e veterinária;3.12
605;universidade regional integrada do alto uruguai e das missões;engenharia civil;46;8784;2880;1082.0;engenharia, produção e construção;1.6
606;universidade regional integrada do alto uruguai e das missões;engenharia de alimentos;10;8820;168;48.0;engenharia, produção e construção;5.95
607;universidade regional integrada do alto uruguai e das missões;engenharia de produção;4;1258882;376;188.0;engenharia, produção e construção;1.06
608;universidade regional integrada do alto uruguai e das missões;engenharia elétrica;33;1126142;2032;887.0;engenharia, produção e construção;1.62
609;universidade regional integrada do alto uruguai e das missões;engenharia mecânica;22;8785;1336;710.0;engenharia, produção e construção;1.65
610;universidade regional integrada do alto uruguai e das missões;engenharia química;7;1170461;440;253.0;engenharia, produção e construção;1.59
611;universidade regional integrada do alto uruguai e das missões;farmácia;32;20106;1080;454.0;saúde e bem-estar;2.96
612;universidade regional integrada do alto uruguai e das missões;fisioterapia;15;64164;552;169.0;saúde e bem-estar;2.72
613;universidade regional integrada do alto uruguai e das missões;letras - língua portuguesa;32;1151951;784;175.0;educação;4.08
614;universidade regional integrada do alto uruguai e das missões;matemática;20;8790;600;361.0;educação;3.33
615;universidade regional integrada do alto uruguai e das missões;nutrição;18;88810;520;160.0;saúde e bem-estar;3.46
616;universidade regional integrada do alto uruguai e das missões;odontologia;5;122800;360;45.0;saúde e bem-estar;1.39
617;universidade regional integrada do alto uruguai e das missões;pedagogia;37;8788;1096;325.0;educação;3.38
618;universidade regional integrada do alto uruguai e das missões;psicologia;24;49498;1640;569.0;ciências sociais, comunicação e informação;1.46
619;universidade regional integrada do alto uruguai e das missões;química;21;64040;336;117.0;ciências naturais, matemática e estatística;6.25
620;universidade regional integrada do alto uruguai e das missões;sistemas de informação;8;88180;336;181.0;computação e tecnologias da informação e comunicação (tic);2.38
621;universidade regional integrada do alto uruguai e das missões;teologia;1;64110;56;28.0;artes e humanidades;1.79
