;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
5923;universidade do oeste paulista;63754;educação física;14;262;5.34;58,3
5924;universidade do oeste paulista;6489;enfermagem;14;163;8.59;47,9
5925;universidade do oeste paulista;63822;engenharia ambiental e sanitária;6;71;8.45;52,1
5926;universidade do oeste paulista;6488;engenharia civil;7;181;3.87;33,1
5927;universidade do oeste paulista;6486;farmácia;12;90;13.33;30
5928;universidade do oeste paulista;120813;filosofia;2;11;18.18;63,6
5929;universidade do oeste paulista;6485;fisioterapia;9;80;11.25;58,8
5930;universidade do oeste paulista;20587;fonoaudiologia;5;29;17.24;58,6
5931;universidade do oeste paulista;49557;física;1;9;11.11;44,4
5932;universidade do oeste paulista;49561;geografia;2;17;11.76;58,8
5933;universidade do oeste paulista;64360;gestão comercial;2;129;1.55;41,1
5934;universidade do oeste paulista;120818;gestão da tecnologia da informação;7;57;12.28;66,7
5935;universidade do oeste paulista;22257;letras - português e inglês;7;30;23.33;43,3
5936;universidade do oeste paulista;49553;matemática;4;34;11.76;47,1
5937;universidade do oeste paulista;6496;medicina;18;326;5.52;10,8
5938;universidade do oeste paulista;6497;medicina veterinária;8;122;6.56;35,5
5939;universidade do oeste paulista;6487;nutrição;7;41;17.07;46,3
5940;universidade do oeste paulista;6483;odontologia;6;100;6.0;34
5941;universidade do oeste paulista;6478;pedagogia;11;104;10.58;58,7
5942;universidade do oeste paulista;64366;produção fonográfica;5;18;27.78;27,8
5943;universidade do oeste paulista;64326;produção sucroalcooleira;5;34;14.71;58,8
5944;universidade do oeste paulista;6498;psicologia;16;170;9.41;41,1
5945;universidade do oeste paulista;49555;química;9;113;7.96;68,4
5946;universidade do oeste paulista;68099;radiologia;3;32;9.38;50
5947;universidade do oeste paulista;120807;redes de computadores;7;53;13.21;75,5
5948;universidade do oeste paulista;20588;sistemas de informação;9;137;6.57;67,2
5949;universidade do oeste paulista;119870;sistemas para internet;8;90;8.89;66,7
5950;universidade do oeste paulista;21577;turismo;2;16;12.5;56,3
5951;universidade do oeste paulista;6495;zootecnia;4;29;13.79;62,1
5952;universidade do planalto catarinense;21970;direito;9;289;3.11;94,3
5953;universidade do planalto catarinense;103516;engenharia de produção;4;132;3.03;58,3
5954;universidade do planalto catarinense;111334;psicologia;5;67;7.46;46,3
5955;universidade do planalto catarinense;64754;sistemas de informação;4;65;6.15;56,9
5956;universidade do sul de santa catarina;10045;administração;62;1152;5.38;59,3
5957;universidade do sul de santa catarina;100797;administração legislativa;2;95;2.11;53,7
5958;universidade do sul de santa catarina;83794;administração pública;4;447;0.89;49,7
5959;universidade do sul de santa catarina;21042;agronomia;12;37;32.43;67,6
5960;universidade do sul de santa catarina;19460;arquitetura e urbanismo;30;181;16.57;59
5961;universidade do sul de santa catarina;28792;cinema e audiovisual;2;30;6.67;53,8
5962;universidade do sul de santa catarina;10059;ciência da computação;16;125;12.8;69,6
5963;universidade do sul de santa catarina;52046;ciências biológicas;12;39;30.77;74,4
5964;universidade do sul de santa catarina;10046;ciências contábeis;37;602;6.15;50,5
5965;universidade do sul de santa catarina;107319;comércio exterior;2;174;1.15;56,9
5966;universidade do sul de santa catarina;72573;design;13;47;27.66;83
5967;universidade do sul de santa catarina;110832;design de moda;17;190;8.95;39,1
5968;universidade do sul de santa catarina;10058;direito;166;1386;11.98;37,4
5969;universidade do sul de santa catarina;61072;educação física;44;256;17.19;69,5
5970;universidade do sul de santa catarina;19457;enfermagem;3;67;4.48;57,1
5971;universidade do sul de santa catarina;19472;engenharia ambiental e sanitária;10;63;15.87;66,7
5972;universidade do sul de santa catarina;10061;engenharia civil;46;358;12.85;49,7
5973;universidade do sul de santa catarina;19470;engenharia de produção;14;52;26.92;65,4
5974;universidade do sul de santa catarina;20248;engenharia elétrica;13;85;15.29;63,5
5975;universidade do sul de santa catarina;10054;engenharia química;7;69;10.14;72,5
5976;universidade do sul de santa catarina;120704;estética e cosmética;3;51;5.88;62,7
5977;universidade do sul de santa catarina;39211;farmácia;4;66;6.06;38,9
5978;universidade do sul de santa catarina;110414;filosofia;6;332;1.81;71,9
5979;universidade do sul de santa catarina;19459;fisioterapia;10;71;14.08;45,8
5980;universidade do sul de santa catarina;72641;gastronomia;5;30;16.67;46,7
5981;universidade do sul de santa catarina;94387;gestão da tecnologia da informação;27;836;3.23;61,4
5982;universidade do sul de santa catarina;98884;gestão de cooperativas;4;68;5.88;61,8
5983;universidade do sul de santa catarina;110418;gestão de micro e pequenas empresas;2;138;1.45;65,9
5984;universidade do sul de santa catarina;94383;gestão de segurança pública;5;795;0.63;47
5985;universidade do sul de santa catarina;107322;gestão financeira;7;366;1.91;55,7
5986;universidade do sul de santa catarina;10051;história;1;5;20.0;100
5987;universidade do sul de santa catarina;32964;jornalismo;9;70;12.86;56,7
5988;universidade do sul de santa catarina;23643;letras - espanhol;2;22;9.09;50
5989;universidade do sul de santa catarina;27774;letras - inglês;2;41;4.88;12,5
5990;universidade do sul de santa catarina;109588;logística;1;155;0.65;72,3
5991;universidade do sul de santa catarina;98886;marketing;11;276;3.99;69
5992;universidade do sul de santa catarina;52068;matemática;5;186;2.69;28,6
5993;universidade do sul de santa catarina;20249;medicina;24;207;11.59;19,3
5994;universidade do sul de santa catarina;98882;multimídia digital;2;167;1.2;69,5
5995;universidade do sul de santa catarina;72569;nutrição;18;116;15.52;62,1
5996;universidade do sul de santa catarina;20250;odontologia;10;73;13.7;42,5
5997;universidade do sul de santa catarina;10053;pedagogia;4;187;2.14;100
5998;universidade do sul de santa catarina;23639;psicologia;19;155;12.26;66,2
5999;universidade do sul de santa catarina;39242;publicidade e propaganda;15;112;13.39;64,4
6000;universidade do sul de santa catarina;10055;química industrial;6;36;16.67;83,3
6001;universidade do sul de santa catarina;19458;relações internacionais;30;206;14.56;63,8
6002;universidade do sul de santa catarina;10057;serviço social;9;53;16.98;14,3
6003;universidade do sul de santa catarina;52077;sistemas de informação;14;176;7.95;73,7
6004;universidade do sul de santa catarina;95223;turismo;1;170;0.59;68,6
6005;universidade do sul de santa catarina;94385;web design e programação;10;483;2.07;74,7
6006;universidade do vale do itajaí;3927;administração;19;990;1.92;74,1
6007;universidade do vale do itajaí;3948;arquitetura e urbanismo;5;219;2.28;76,3
6008;universidade do vale do itajaí;3935;ciência da computação;2;186;1.08;91,9
6009;universidade do vale do itajaí;3929;ciências contábeis;2;313;0.64;77,8
6010;universidade do vale do itajaí;21012;comércio exterior;13;370;3.51;76,2
6011;universidade do vale do itajaí;88541;construção naval;11;125;8.8;92
6012;universidade do vale do itajaí;112016;design de interiores;16;203;7.88;73,6
6013;universidade do vale do itajaí;39642;design de moda;8;160;5.0;78,8
6014;universidade do vale do itajaí;72449;design gráfico;7;176;3.98;77
6015;universidade do vale do itajaí;3926;direito;21;1650;1.27;75,8
6016;universidade do vale do itajaí;72445;educação física;26;447;5.82;71
6017;universidade do vale do itajaí;39354;enfermagem;2;120;1.67;40
6018;universidade do vale do itajaí;20179;engenharia ambiental e sanitária;5;100;5.0;88
6019;universidade do vale do itajaí;19433;engenharia civil;10;208;4.81;69,7
6020;universidade do vale do itajaí;82498;estética e cosmética;11;369;2.98;51,9
6021;universidade do vale do itajaí;72459;farmácia;8;80;10.0;68,8
6022;universidade do vale do itajaí;3947;fisioterapia;8;86;9.3;82,6
6023;universidade do vale do itajaí;121266;história;1;44;2.27;75
6024;universidade do vale do itajaí;121252;jogos digitais;3;59;5.08;83,1
6025;universidade do vale do itajaí;121262;letras - língua portuguesa;1;47;2.13;61,7
6026;universidade do vale do itajaí;39827;logística;9;247;3.64;69,2
6027;universidade do vale do itajaí;19434;medicina;10;87;11.49;41,4
6028;universidade do vale do itajaí;3949;nutrição;4;96;4.17;78,1
6029;universidade do vale do itajaí;3943;oceanografia;1;68;1.47;79,4
6030;universidade do vale do itajaí;3932;odontologia;5;92;5.43;60,9
6031;universidade do vale do itajaí;23142;pedagogia;22;412;5.34;0
6032;universidade do vale do itajaí;121275;produção publicitária;3;28;10.71;67,9
6033;universidade do vale do itajaí;303931;psicologia;7;267;2.62;71,7
6034;universidade do vale do itajaí;32559;publicidade e propaganda;7;172;4.07;74,9
6035;universidade do vale do itajaí;17960;relações internacionais;4;144;2.78;40
6036;universidade do vale do itajaí;91281;sistemas para internet;11;56;19.64;76,8
6037;universidade do vale do paraíba;6577;administração;41;111;36.94;66
6038;universidade do vale do paraíba;6574;arquitetura e urbanismo;7;63;11.11;61,9
6039;universidade do vale do paraíba;101578;artes visuais;3;22;13.64;50
6040;universidade do vale do paraíba;74934;biomedicina;6;25;24.0;40
6041;universidade do vale do paraíba;6582;ciência da computação;4;4;100.0;100
6042;universidade do vale do paraíba;6578;ciências biológicas;10;87;11.49;58,6
6043;universidade do vale do paraíba;6586;ciências contábeis;10;37;27.03;55,6
6044;universidade do vale do paraíba;23331;comunicação social - publicidade e propaganda;11;42;26.19;61,9
6045;universidade do vale do paraíba;92941;comunicação social - radio e televisão;6;30;20.0;36,7
6046;universidade do vale do paraíba;91817;design de moda;6;25;24.0;92
6047;universidade do vale do paraíba;6571;direito;57;256;22.27;47,5
6048;universidade do vale do paraíba;6584;educação física;39;345;11.3;79,5
6049;universidade do vale do paraíba;18452;enfermagem;7;47;14.89;48,9
6050;universidade do vale do paraíba;49946;engenharia aeronáutica e espaço;6;29;20.69;72,4
6051;universidade do vale do paraíba;57292;engenharia ambiental e sanitária;10;98;10.2;76,5
6052;universidade do vale do paraíba;6569;engenharia civil;20;346;5.78;57,3
6053;universidade do vale do paraíba;22080;engenharia da computação;3;30;10.0;73,3
6054;universidade do vale do paraíba;19356;engenharia de materiais;1;22;4.55;86,4
6055;universidade do vale do paraíba;22263;engenharia elétrica;4;37;10.81;75,8
6056;universidade do vale do paraíba;113933;engenharia química;7;69;10.14;56,5
6057;universidade do vale do paraíba;74930;farmácia;4;22;18.18;59,1
6058;universidade do vale do paraíba;18453;fisioterapia;9;31;29.03;51,6
6059;universidade do vale do paraíba;117366;gastronomia;6;45;13.33;53,3
6060;universidade do vale do paraíba;6566;história;4;41;9.76;50
6061;universidade do vale do paraíba;33482;jornalismo;7;41;17.07;56,1
6062;universidade do vale do paraíba;74928;nutrição;6;35;17.14;62,9
6063;universidade do vale do paraíba;6583;odontologia;18;42;42.86;38,1
6064;universidade do vale do paraíba;6568;pedagogia;27;117;23.08;40,7
6065;universidade do vale do paraíba;396489;química;4;25;16.0;76
6066;universidade do vale do paraíba;6573;serviço social;17;63;26.98;55,6
6067;universidade do vale do rio dos sinos;96103;administração;305;1229;24.82;77,3
6068;universidade do vale do rio dos sinos;90237;análise e desenvolvimento de sistemas;36;228;15.79;76,8
6069;universidade do vale do rio dos sinos;1237;arquitetura e urbanismo;79;400;19.75;66
6070;universidade do vale do rio dos sinos;57702;ciência da computação;38;208;18.27;85,6
6071;universidade do vale do rio dos sinos;38429;ciências biológicas;23;252;9.13;73,7
6072;universidade do vale do rio dos sinos;1233;ciências contábeis;53;317;16.72;68,6
6073;universidade do vale do rio dos sinos;1232;ciências econômicas;21;97;21.65;62,9
6074;universidade do vale do rio dos sinos;1224;ciências sociais;2;29;6.9;79,3
6075;universidade do vale do rio dos sinos;72462;comunicação social - comunicação digital;8;26;30.77;50
6076;universidade do vale do rio dos sinos;64819;comunicação social - habilitação realização audiovisual;1;28;3.57;39,3
6077;universidade do vale do rio dos sinos;22932;comunicação social - publicidade e propaganda;61;266;22.93;71,7
6078;universidade do vale do rio dos sinos;1116755;comércio exterior;2;82;2.44;76,8
6079;universidade do vale do rio dos sinos;98398;design;4;37;10.81;70,3
6080;universidade do vale do rio dos sinos;1230;direito;263;960;27.4;67,1
6081;universidade do vale do rio dos sinos;1253;educação física;22;304;7.24;72,9
6082;universidade do vale do rio dos sinos;1225;enfermagem;51;238;21.43;74,4
6083;universidade do vale do rio dos sinos;1114767;engenharia ambiental;10;129;7.75;81,4
6084;universidade do vale do rio dos sinos;32842;engenharia civil;39;351;11.11;70
6085;universidade do vale do rio dos sinos;64822;engenharia da computação;6;40;15.0;75
6086;universidade do vale do rio dos sinos;29738;engenharia de alimentos;17;69;24.64;87
6087;universidade do vale do rio dos sinos;1114857;engenharia de controle e automação;9;96;9.38;95,8
6088;universidade do vale do rio dos sinos;1114784;engenharia de energia;7;52;13.46;88,5
6089;universidade do vale do rio dos sinos;31419;engenharia de produção;38;316;12.03;79,7
6090;universidade do vale do rio dos sinos;26073;engenharia elétrica;33;228;14.47;78,9
6091;universidade do vale do rio dos sinos;29595;engenharia mecânica;53;416;12.74;81,3
6092;universidade do vale do rio dos sinos;116200;farmácia;14;107;13.08;69,2
6093;universidade do vale do rio dos sinos;1223;filosofia;1;47;2.13;78,4
6094;universidade do vale do rio dos sinos;57728;fisioterapia;37;139;26.62;79,1
6095;universidade do vale do rio dos sinos;38433;física;1;40;2.5;80
6096;universidade do vale do rio dos sinos;102859;gastronomia;9;131;6.87;45,4
6097;universidade do vale do rio dos sinos;1240;geologia;16;75;21.33;72
6098;universidade do vale do rio dos sinos;91921;gestão ambiental;23;96;23.96;55,2
6099;universidade do vale do rio dos sinos;1114863;gestão comercial;4;54;7.41;59,3
6100;universidade do vale do rio dos sinos;1116731;gestão da tecnologia da informação;2;86;2.33;82,6
6101;universidade do vale do rio dos sinos;96105;gestão de recursos humanos;24;207;11.59;65,3
6102;universidade do vale do rio dos sinos;102861;gestão financeira;15;135;11.11;61,2
6103;universidade do vale do rio dos sinos;1222;história;8;102;7.84;75,5
6104;universidade do vale do rio dos sinos;80675;jogos digitais;19;105;18.1;86,5
6105;universidade do vale do rio dos sinos;27498;jornalismo;58;196;29.59;69,9
6106;universidade do vale do rio dos sinos;40720;letras - português;1;39;2.56;61,5
6107;universidade do vale do rio dos sinos;31044;letras - português e alemão;1;32;3.12;56,3
6108;universidade do vale do rio dos sinos;38439;letras - português e espanhol;1;31;3.23;74,2
6109;universidade do vale do rio dos sinos;29336;letras português e inglês;6;78;7.69;81,8
6110;universidade do vale do rio dos sinos;96107;logística;21;117;17.95;72,6
6111;universidade do vale do rio dos sinos;38431;matemática;3;80;3.75;82,5
6112;universidade do vale do rio dos sinos;1227;nutrição;56;185;30.27;73
6113;universidade do vale do rio dos sinos;112239;pedagogia;13;171;7.6;66,7
6114;universidade do vale do rio dos sinos;116202;processos gerenciais;11;74;14.86;59,5
6115;universidade do vale do rio dos sinos;106617;psicologia;89;410;21.71;77,3
6116;universidade do vale do rio dos sinos;33262;relações públicas;25;100;25.0;74
6117;universidade do vale do rio dos sinos;80670;segurança da informação;15;143;10.49;86
6118;universidade do vale do rio dos sinos;1242;serviço social;18;76;23.68;67,1
6119;universidade do vale do rio dos sinos;1261;sistemas de informação;21;249;8.43;81,1
6120;universidade do vale do sapucaí;63710;administração;27;177;15.25;63,6
6121;universidade do vale do sapucaí;46715;ciências biológicas;12;47;25.53;70,2
6122;universidade do vale do sapucaí;60224;ciências contábeis;4;45;8.89;73,3
6123;universidade do vale do sapucaí;44174;educação física;5;31;16.13;77,4
6124;universidade do vale do sapucaí;111398;enfermagem;9;63;14.29;85,7
6125;universidade do vale do sapucaí;109539;engenharia de produção;7;53;13.21;79,2
6126;universidade do vale do sapucaí;63698;farmácia;5;61;8.2;95,1
6127;universidade do vale do sapucaí;63678;fisioterapia;5;40;12.5;97,5
6128;universidade do vale do sapucaí;109492;gestão da produção industrial;8;53;15.09;30,2
6129;universidade do vale do sapucaí;109496;gestão de recursos humanos;10;47;21.28;12,8
6130;universidade do vale do sapucaí;5192;história;7;19;36.84;73,7
6131;universidade do vale do sapucaí;32889;jornalismo;2;8;25.0;37,5
6132;universidade do vale do sapucaí;22222;letras - inglês;3;7;42.86;57,1
6133;universidade do vale do sapucaí;5206;medicina;6;104;5.77;70,2
6134;universidade do vale do sapucaí;60342;nutrição;5;7;71.43;28,6
6135;universidade do vale do sapucaí;5191;pedagogia;5;26;19.23;73,1
6136;universidade do vale do sapucaí;38079;psicologia;4;29;13.79;100
6137;universidade do vale do sapucaí;60324;publicidade e propaganda;4;45;8.89;68,9
6138;universidade do vale do sapucaí;63732;sistemas de informação;6;24;25.0;79,2
6139;universidade estácio de sá;4918;administração;179;10551;1.7;73
6140;universidade estácio de sá;60310;análise e desenvolvimento de sistemas;20;2589;0.77;60
6141;universidade estácio de sá;4960;arquitetura e urbanismo;2;178;1.12;60,7
6142;universidade estácio de sá;90507;automação industrial;3;149;2.01;69,8
6143;universidade estácio de sá;88724;cinema e audiovisual;3;209;1.44;51,2
6144;universidade estácio de sá;46683;ciências aeronáuticas;4;128;3.12;36,3
6145;universidade estácio de sá;50325;ciências biológicas;12;275;4.36;47,4
6146;universidade estácio de sá;49997;ciências contábeis;12;3846;0.31;49,1
6147;universidade estácio de sá;19326;ciências econômicas;1;53;1.89;71,7
6148;universidade estácio de sá;70245;comércio exterior;11;277;3.97;65,4
6149;universidade estácio de sá;70288;design de interiores;8;183;4.37;54,3
6150;universidade estácio de sá;70291;design de moda;6;182;3.3;47,2
6151;universidade estácio de sá;70239;design gráfico;14;322;4.35;48,9
6152;universidade estácio de sá;4923;direito;74;7052;1.05;72,9
6153;universidade estácio de sá;4941;educação física;26;1189;2.19;0
6154;universidade estácio de sá;41980;enfermagem;33;1313;2.51;58
6155;universidade estácio de sá;106031;engenharia ambiental e sanitária;6;308;1.95;71,7
6156;universidade estácio de sá;82854;engenharia civil;16;757;2.11;81,4
6157;universidade estácio de sá;96034;engenharia de petróleo;28;691;4.05;76,5
6158;universidade estácio de sá;74766;engenharia de produção;23;808;2.85;67,4
6159;universidade estácio de sá;4938;engenharia elétrica;12;317;3.79;65,2
6160;universidade estácio de sá;111152;engenharia química;1;54;1.85;70,4
6161;universidade estácio de sá;122436;estética e cosmética;7;207;3.38;66,4
6162;universidade estácio de sá;70265;eventos;5;92;5.43;63
6163;universidade estácio de sá;41987;farmácia;4;297;1.35;44,4
6164;universidade estácio de sá;4913;fisioterapia;9;775;1.16;64,3
6165;universidade estácio de sá;70286;fotografia;4;122;3.28;50,8
6166;universidade estácio de sá;60302;gastronomia;20;262;7.63;41,2
6167;universidade estácio de sá;111004;geografia;2;67;2.99;70,1
6168;universidade estácio de sá;70257;gestão ambiental;5;228;2.19;45,7
6169;universidade estácio de sá;70255;gestão comercial;11;316;3.48;58
6170;universidade estácio de sá;70259;gestão da tecnologia da informação;9;1781;0.51;43,8
6171;universidade estácio de sá;60322;gestão de recursos humanos;77;6502;1.18;46,3
6172;universidade estácio de sá;70243;gestão de segurança privada;5;112;4.46;40
6173;universidade estácio de sá;70250;gestão de seguros;6;62;9.68;38,7
6174;universidade estácio de sá;97043;gestão de serviços em atendimento;2;58;3.45;9,1
6175;universidade estácio de sá;70253;gestão de turismo;4;97;4.12;54,8
6176;universidade estácio de sá;70263;gestão financeira;8;165;4.85;49,5
6177;universidade estácio de sá;60306;gestão hospitalar;8;68;11.76;42,6
6178;universidade estácio de sá;86794;história;12;310;3.87;85,7
6179;universidade estácio de sá;4916;hotelaria;3;85;3.53;49,4
6180;universidade estácio de sá;98261;jogos digitais;3;50;6.0;62
6181;universidade estácio de sá;22216;jornalismo;6;458;1.31;71,2
6182;universidade estácio de sá;40513;letras - língua portuguesa;19;1138;1.67;53,8
6183;universidade estácio de sá;1142090;letras - português e espanhol;3;47;6.38;57,4
6184;universidade estácio de sá;22217;letras - português e inglês;4;429;0.93;51,6
6185;universidade estácio de sá;70269;logística;5;1126;0.44;71
6186;universidade estácio de sá;49736;marketing;24;3029;0.79;87,1
6187;universidade estácio de sá;41585;matemática;3;159;1.89;70,7
6188;universidade estácio de sá;18594;medicina;12;286;4.2;7,3
6189;universidade estácio de sá;4959;medicina veterinária;2;149;1.34;55
6190;universidade estácio de sá;73038;odontologia;4;111;3.6;50,5
6191;universidade estácio de sá;4920;pedagogia;20;5150;0.39;56,5
6192;universidade estácio de sá;70261;petróleo e gás;23;902;2.55;54,2
6193;universidade estácio de sá;70237;processos gerenciais;4;41;9.76;21,2
6194;universidade estácio de sá;84876;produção audiovisual;10;129;7.75;42,1
6195;universidade estácio de sá;70267;produção fonográfica;2;163;1.23;57,5
6196;universidade estácio de sá;60312;produção publicitária;9;94;9.57;36,4
6197;universidade estácio de sá;4912;psicologia;57;1207;4.72;52,8
6198;universidade estácio de sá;23220;publicidade e propaganda;11;699;1.57;66,7
6199;universidade estácio de sá;4942;radiologia;5;463;1.08;86,4
6200;universidade estácio de sá;60314;redes de computadores;9;338;2.66;56,5
6201;universidade estácio de sá;70282;redes de telecomunicações;3;109;2.75;27,5
6202;universidade estácio de sá;4951;relações internacionais;4;242;1.65;68
6203;universidade estácio de sá;19318;secretariado executivo;4;107;3.74;47,7
6204;universidade estácio de sá;84882;segurança no trabalho;8;173;4.62;88,1
6205;universidade estácio de sá;74754;serviço social;10;1143;0.87;85,3
6206;universidade estácio de sá;4963;sistemas de informação;30;2898;1.04;55,6
6207;universidade estácio de sá;60320;sistemas para internet;1;33;3.03;18,2
6208;universidade estácio de sá;4926;turismo;7;345;2.03;63,1
6209;universidade feevale;2081;administração;49;810;6.05;95,7
6210;universidade feevale;41780;arquitetura e urbanismo;6;144;4.17;90,3
6211;universidade feevale;58330;artes visuais;3;70;4.29;89,3
6212;universidade feevale;39454;biomedicina;17;143;11.89;81,1
6213;universidade feevale;2090;ciência da computação;10;92;10.87;89,1
6214;universidade feevale;58372;ciências biológicas;10;95;10.53;88,4
6215;universidade feevale;2082;ciências contábeis;12;227;5.29;74,4
6216;universidade feevale;22995;comunicação social - publicidade e propaganda;5;137;3.65;82,5
6217;universidade feevale;108356;comércio exterior;12;149;8.05;75
6218;universidade feevale;120997;construção de edifícios;1;26;3.85;65,4
6219;universidade feevale;39663;design;10;147;6.8;83
6220;universidade feevale;19963;direito;11;453;2.43;74,8
6221;universidade feevale;2086;educação física;8;254;3.15;81,4
6222;universidade feevale;39925;enfermagem;26;234;11.11;76,1
6223;universidade feevale;45723;engenharia de produção;11;109;10.09;89,9
6224;universidade feevale;39761;engenharia eletrônica;9;85;10.59;77,6
6225;universidade feevale;39975;farmácia;5;77;6.49;81,8
6226;universidade feevale;2089;fisioterapia;13;144;9.03;86,8
6227;universidade feevale;108354;gestão de recursos humanos;11;50;22.0;42
6228;universidade feevale;120995;gestão financeira;10;125;8.0;76
6229;universidade feevale;42194;história;13;62;20.97;83,9
6230;universidade feevale;108352;jogos digitais;5;59;8.47;86,4
6231;universidade feevale;45722;jornalismo;7;94;7.45;84
6232;universidade feevale;58205;letras - português e inglês;12;68;17.65;76,5
6233;universidade feevale;58490;moda;29;266;10.9;77,8
6234;universidade feevale;39745;nutrição;8;82;9.76;78
6235;universidade feevale;2085;pedagogia;6;129;4.65;87,6
6236;universidade feevale;53370;psicologia;14;163;8.59;85,9
6237;universidade feevale;39749;quiropraxia;9;48;18.75;70,8
6238;universidade feevale;31445;relações públicas;8;67;11.94;88,1
6239;universidade feevale;58498;sistemas de informação;7;82;8.54;89
6240;universidade feevale;108358;sistemas para internet;8;71;11.27;52,1
6241;universidade feevale;41161;turismo;8;69;11.59;88,4
6242;universidade gama filho;1363;administração;55;654;8.41;100
6243;universidade gama filho;1376;arquitetura e urbanismo;23;283;8.13;100
6244;universidade gama filho;66145;automação industrial;19;114;16.67;94,7
6245;universidade gama filho;1381;ciência da computação;28;195;14.36;99,1
6246;universidade gama filho;1371;ciências biológicas;12;120;10.0;98,4
6247;universidade gama filho;1364;ciências contábeis;12;239;5.02;98,9
6248;universidade gama filho;58332;design;11;75;14.67;98,7
6249;universidade gama filho;1359;direito;27;388;6.96;97
6250;universidade gama filho;65805;educação física;25;244;10.25;98,3
6251;universidade gama filho;1375;enfermagem;16;219;7.31;90,9
6252;universidade gama filho;29341;engenharia civil;12;180;6.67;99,4
6253;universidade gama filho;106015;engenharia de controle e automação;6;120;5.0;99,2
6254;universidade gama filho;87394;engenharia de petróleo;11;95;11.58;98,9
6255;universidade gama filho;65846;engenharia de produção;15;324;4.63;100
6256;universidade gama filho;80048;engenharia elétrica;23;233;9.87;100
6257;universidade gama filho;24581;engenharia mecânica;47;432;10.88;99,5
6258;universidade gama filho;54948;farmácia;9;94;9.57;94,7
6259;universidade gama filho;1380;fisioterapia;11;68;16.18;97,1
6260;universidade gama filho;70936;geografia;6;86;6.98;96,2
6261;universidade gama filho;69296;gestão da tecnologia da informação;11;78;14.1;82,1
6262;universidade gama filho;120000;gestão financeira;5;36;13.89;69,4
6263;universidade gama filho;1365;história;32;233;13.73;96,1
6264;universidade gama filho;38620;matemática;4;34;11.76;97,1
6265;universidade gama filho;1372;medicina;41;391;10.49;100
6266;universidade gama filho;1374;nutrição;10;60;16.67;100
6267;universidade gama filho;1373;odontologia;10;93;10.75;96,8
6268;universidade gama filho;66143;petróleo e gás;8;29;27.59;100
6269;universidade gama filho;1369;psicologia;13;153;8.5;99,3
6270;universidade gama filho;67149;redes de computadores;11;51;21.57;86,3
6271;universidade ibirapuera;9533;administração;9;293;3.07;98
6272;universidade ibirapuera;9552;arquitetura e urbanismo;4;100;4.0;77
6273;universidade ibirapuera;73795;biomedicina;5;65;7.69;58,5
6274;universidade ibirapuera;88772;ciência da computação;3;98;3.06;67,3
6275;universidade ibirapuera;9534;ciências contábeis;3;81;3.7;100
6276;universidade ibirapuera;9541;direito;3;486;0.62;98,4
6277;universidade ibirapuera;111542;educação física;3;124;2.42;90,3
6278;universidade ibirapuera;73793;enfermagem;2;201;1.0;74,1
6279;universidade ibirapuera;18456;fisioterapia;2;63;3.17;92,1
6280;universidade ibirapuera;97368;gestão ambiental;1;11;9.09;100
6281;universidade ibirapuera;97349;gestão de recursos humanos;2;275;0.73;73,6
6282;universidade ibirapuera;97382;gestão financeira;1;82;1.22;68,3
6283;universidade ibirapuera;88780;letras - português e inglês;3;60;5.0;66,7
6284;universidade ibirapuera;97386;logística;1;105;0.95;83,7
6285;universidade ibirapuera;70808;matemática;4;49;8.16;75,5
6286;universidade ibirapuera;18455;odontologia;2;208;0.96;87,5
6287;universidade ibirapuera;9535;pedagogia;2;127;1.57;59,8
6288;universidade ibirapuera;88792;psicologia;3;364;0.82;87,1
6289;universidade ibirapuera;49028;publicidade e propaganda;7;62;11.29;88,7
6290;universidade ibirapuera;70810;química;2;64;3.12;78,1
6291;universidade iguaçu;80022;administração;11;139;7.91;67,9
6292;universidade iguaçu;7409;ciências biológicas;9;187;4.81;51,6
6293;universidade iguaçu;7413;direito;4;437;0.92;65,3
6294;universidade iguaçu;18603;educação física;5;105;4.76;64,7
6295;universidade iguaçu;19295;enfermagem;8;53;15.09;37,7
6296;universidade iguaçu;94000;engenharia de petróleo;3;51;5.88;91,7
6297;universidade iguaçu;87466;engenharia de produção;1;119;0.84;75,9
6298;universidade iguaçu;61185;farmácia;12;265;4.53;36,5
6299;universidade iguaçu;7419;fisioterapia;14;89;15.73;55,2
6300;universidade iguaçu;79608;gestão de recursos humanos;2;28;7.14;46,4
6301;universidade iguaçu;80457;logística;2;35;5.71;42,9
6302;universidade iguaçu;79604;marketing;2;37;5.41;59,5
6303;universidade iguaçu;7414;medicina;7;124;5.65;50,6
6304;universidade iguaçu;97517;medicina veterinária;2;44;4.55;45,5
6305;universidade iguaçu;7415;odontologia;7;109;6.42;38,6
6306;universidade iguaçu;19300;pedagogia;11;46;23.91;37
6307;universidade iguaçu;79600;petróleo e gás;6;36;16.67;72,2
6308;universidade iguaçu;95812;processos metalúrgicos;1;28;3.57;57,1
6309;universidade iguaçu;69647;radiologia;2;72;2.78;62,7
6310;universidade josé do rosário vellano;2305;administração;11;179;6.15;70,7
6311;universidade josé do rosário vellano;2298;agronomia;10;68;14.71;72,1
