;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
3117;faculdade dos cerrados piauienses;46090;administração;13;22;59.09;9,1
3118;faculdade dos cerrados piauienses;50387;direito;6;46;13.04;47,8
3119;faculdade doutor francisco maeda;9094;agronomia;10;133;7.52;37,6
3120;faculdade doutor francisco maeda;67953;direito;4;125;3.2;53,6
3121;faculdade doutor francisco maeda;71252;medicina veterinária;7;111;6.31;29,7
3122;faculdade doutor francisco maeda;71255;sistemas de informação;2;55;3.64;37
3123;faculdade doutor leocádio josé correia;53894;administração;33;64;51.56;50
3124;faculdade doutor leocádio josé correia;21677;pedagogia;40;77;51.95;51,9
3125;faculdade doutor leocádio josé correia;56448;teologia;4;18;22.22;72,2
3126;faculdade ecoar;113935;gestão ambiental;3;23;13.04;60,9
3127;faculdade educacional da lapa;18801;administração;8;42;19.05;100
3128;faculdade educacional da lapa;41641;pedagogia;14;4899;0.29;43,3
3129;faculdade educacional de arapoti;46096;administração;10;59;16.95;44,8
3130;faculdade educacional de arapoti;48616;pedagogia;2;17;11.76;35,3
3131;faculdade educacional de colombo;51222;administração;14;122;11.48;97,8
3132;faculdade educacional de colombo;51220;ciências contábeis;8;50;16.0;54
3133;faculdade educacional de colombo;79640;gestão da tecnologia da informação;5;42;11.9;69
3134;faculdade educacional de colombo;79636;gestão de recursos humanos;8;36;22.22;27,8
3135;faculdade educacional de colombo;79545;gestão financeira;1;12;8.33;66,7
3136;faculdade educacional de colombo;79638;logística;4;48;8.33;47,9
3137;faculdade educacional de colombo;79634;marketing;1;15;6.67;26,7
3138;faculdade educacional de colombo;88912;pedagogia;4;95;4.21;56,8
3139;faculdade educacional de cornélio procópio;48185;administração;11;79;13.92;43
3140;faculdade educacional de francisco beltrão;1050050;administração;9;31;29.03;45,2
3141;faculdade educacional de francisco beltrão;1050049;ciências contábeis;10;88;11.36;43,2
3142;faculdade educacional de francisco beltrão;1050051;farmácia;8;35;22.86;42,9
3143;faculdade educacional de francisco beltrão;1050053;sistemas de informação;11;35;31.43;80
3144;faculdade educacional de medianeira;103252;administração;11;120;9.17;49,2
3145;faculdade educacional de medianeira;79880;direito;1;79;1.27;53,2
3146;faculdade educacional de medianeira;91089;gestão comercial;12;58;20.69;34,5
3147;faculdade educacional de medianeira;39679;letras - espanhol;1;22;4.55;27,3
3148;faculdade educacional de medianeira;48795;serviço social;3;17;17.65;70,6
3149;faculdade educacional de ponta grossa;96639;administração;29;201;14.43;65,2
3150;faculdade educacional de ponta grossa;72867;direito;33;240;13.75;64,6
3151;faculdade educacional de ponta grossa;110500;sistemas para internet;6;97;6.19;71,9
3152;faculdade empresarial de chapecó;67469;administração;10;72;13.89;86,4
3153;faculdade empresarial de chapecó;105970;ciências contábeis;3;39;7.69;79,5
3154;faculdade empresarial de chapecó;117519;engenharia de produção;2;71;2.82;82,9
3155;faculdade empresarial de chapecó;110464;redes de computadores;4;29;13.79;65,5
3156;faculdade equipe;57110;administração;3;73;4.11;84,9
3157;faculdade esamc campinas;20619;administração;22;103;21.36;97,6
3158;faculdade esamc campinas;118690;ciências econômicas;6;18;33.33;66,7
3159;faculdade esamc campinas;116711;comunicação social - jornalismo;4;4;100.0;100
3160;faculdade esamc campinas;32232;comunicação social - publicidade e propaganda;9;115;7.83;60,9
3161;faculdade esamc campinas;95145;design;6;125;4.8;74,4
3162;faculdade esamc campinas;95994;direito;6;41;14.63;73,2
3163;faculdade esamc campinas;94983;relações internacionais;3;70;4.29;74,3
3164;faculdade esamc campinas;94931;relações públicas;7;34;20.59;67,6
3165;faculdade esamc santos;58142;administração;39;114;34.21;69,4
3166;faculdade esamc santos;58697;comunicação social - publicidade e propaganda;32;85;37.65;72,9
3167;faculdade esamc santos;123161;design;17;51;33.33;96,1
3168;faculdade esamc santos;96383;direito;37;112;33.04;82,9
3169;faculdade esamc santos;123159;relações internacionais;17;45;37.78;82,2
3170;faculdade esamc santos;120766;relações públicas;7;25;28.0;64
3171;faculdade esamc sorocaba;41667;administração;5;283;1.77;77,3
3172;faculdade esamc sorocaba;99954;análise e desenvolvimento de sistemas;1;32;3.12;81,3
3173;faculdade esamc sorocaba;117940;ciências contábeis;3;11;27.27;81,8
3174;faculdade esamc sorocaba;116290;ciências econômicas;2;24;8.33;95,8
3175;faculdade esamc sorocaba;117943;comunicação social - jornalismo;5;12;41.67;75
3176;faculdade esamc sorocaba;38302;comunicação social - publicidade e propaganda;4;183;2.19;68,3
3177;faculdade esamc sorocaba;96369;comunicação social - relações públicas;2;24;8.33;91,7
3178;faculdade esamc sorocaba;101909;design;6;59;10.17;86,4
3179;faculdade esamc sorocaba;95983;direito;5;69;7.25;85,5
3180;faculdade esamc sorocaba;58775;educação física;2;21;9.52;76,2
3181;faculdade esamc sorocaba;99970;gestão comercial;2;15;13.33;73,3
3182;faculdade esamc sorocaba;99964;gestão de recursos humanos;3;23;13.04;65,2
3183;faculdade esamc sorocaba;99976;gestão financeira;4;26;15.38;64
3184;faculdade esamc sorocaba;99958;logística;2;21;9.52;90,5
3185;faculdade esamc sorocaba;99960;marketing;1;11;9.09;100
3186;faculdade esamc sorocaba;86620;pedagogia;7;92;7.61;53,3
3187;faculdade esamc sorocaba;99972;processos gerenciais;3;17;17.65;76,5
3188;faculdade esamc sorocaba;99978;redes de computadores;4;20;20.0;65
3189;faculdade esamc sorocaba;96116;relações internacionais;5;67;7.46;79,1
3190;faculdade esamc sorocaba;58777;sistema de informação;2;14;14.29;78,6
3191;faculdade esamc uberlândia;21297;administração;32;162;19.75;78,1
3192;faculdade esamc uberlândia;32726;comunicação social - publicidade e propaganda;22;167;13.17;59,3
3193;faculdade esamc uberlândia;95715;comunicação social - relações públicas;1;84;1.19;77,4
3194;faculdade esamc uberlândia;95717;design;4;67;5.97;78,8
3195;faculdade esamc uberlândia;95985;direito;20;159;12.58;67,1
3196;faculdade esamc uberlândia;98756;relações internacionais;9;72;12.5;72,2
3197;faculdade especializada na área de saúde do rio grande do sul;1024230;odontologia;6;84;7.14;32,1
3198;faculdade estácio da paraíba;80892;análise e desenvolvimento de sistemas;1;51;1.96;80,4
3199;faculdade estácio da paraíba;108370;design gráfico;2;55;3.64;80
3200;faculdade estácio da paraíba;80956;redes de computadores;4;45;8.89;90,9
3201;faculdade estácio de alagoas - estácio fal;110646;redes de computadores;4;74;5.41;66,2
3202;faculdade estácio de belém - estácio belém;21774;ciências contábeis;6;20;30.0;55
3203;faculdade estácio de belém - estácio belém;55226;comunicação social;14;82;17.07;60
3204;faculdade estácio de belém - estácio belém;68159;design de produto;11;42;26.19;73,8
3205;faculdade estácio de belém - estácio belém;109380;engenharia ambiental;20;143;13.99;58,7
3206;faculdade estácio de belém - estácio belém;50465;engenharia de computação;22;126;17.46;72,2
3207;faculdade estácio de belém - estácio belém;67514;engenharia de controle e automação;15;127;11.81;63,8
3208;faculdade estácio de belém - estácio belém;50464;engenharia de telecomunicações;5;39;12.82;48,7
3209;faculdade estácio de belém - estácio belém;112344;engenharia elétrica;14;124;11.29;57,3
3210;faculdade estácio de belém - estácio belém;107728;manutenção industrial;6;32;18.75;68,8
3211;faculdade estácio de belém - estácio belém;108768;segurança no trabalho;7;29;24.14;79,3
3212;faculdade estácio de belém - estácio belém;22035;sistema de informação;8;46;17.39;54,3
3213;faculdade estácio de curitiba;48310;administração;2;144;1.39;77,1
3214;faculdade estácio de curitiba;104484;ciências contábeis;1;82;1.22;67,1
3215;faculdade estácio de curitiba;66383;direito;1;295;0.34;74,9
3216;faculdade estácio de curitiba;104486;engenharia elétrica;8;174;4.6;58
3217;faculdade estácio de joão pessoa - estácio de joão pessoa;70079;gestão comercial;25;66;37.88;7,6
3218;faculdade estácio de joão pessoa - estácio de joão pessoa;70075;gestão financeira;23;72;31.94;2,8
3219;faculdade estácio de joão pessoa - estácio de joão pessoa;79827;marketing;22;75;29.33;1,4
3220;faculdade estácio de natal;108232;análise e desenvolvimento de sistemas;3;55;5.45;74,5
3221;faculdade estácio de natal;110544;ciências contábeis;1;55;1.82;63,6
3222;faculdade estácio de natal;121473;engenharia de produção;1;64;1.56;42,2
3223;faculdade estácio de natal;120958;petróleo e gás;1;73;1.37;56,2
3224;faculdade estácio de santo andré;86526;gestão de recursos humanos;10;207;4.83;36,7
3225;faculdade estácio de santo andré;68752;gestão financeira;2;65;3.08;44,6
3226;faculdade estácio de santo andré;86528;logística;14;142;9.86;43,7
3227;faculdade estácio de santo andré;69414;marketing;2;45;4.44;60
3228;faculdade estácio de sá de campo grande;49019;direito;3;172;1.74;61,6
3229;faculdade estácio de sá de goiás;71995;administração;3;256;1.17;59
3230;faculdade estácio de sá de goiás;108723;educação física;8;239;3.35;65,7
3231;faculdade estácio de sá de goiás;91031;enfermagem;13;420;3.1;45,2
3232;faculdade estácio de sá de goiás;109303;farmácia;7;405;1.73;50,7
3233;faculdade estácio de sá de goiás;79784;gestão de recursos humanos;5;115;4.35;45,2
3234;faculdade estácio de sá de goiás;79782;redes de computadores;8;71;11.27;60,6
3235;faculdade estácio de sá de ourinhos;46387;administração;1;127;0.79;90,6
3236;faculdade estácio de sá de ourinhos;74922;educação física;2;62;3.23;50
3237;faculdade estácio de sá de ourinhos;74924;fisioterapia;1;95;1.05;52,6
3238;faculdade estácio de sá de ourinhos;67881;gestão de recursos humanos;1;131;0.76;51,9
3239;faculdade estácio de sá de ourinhos;72261;redes de computadores;1;47;2.13;48,9
3240;faculdade estácio de sá de vila velha;21658;administração;2;216;0.93;62,5
3241;faculdade estácio de sá de vila velha;112940;pedagogia;2;124;1.61;57,3
3242;faculdade estácio de sá de vitória;21559;administração;2;280;0.71;66,4
3243;faculdade estácio de sá de vitória;54997;direito;2;377;0.53;72,7
3244;faculdade estácio de sá de vitória;69169;fisioterapia;1;37;2.7;62,2
3245;faculdade estácio de sá de vitória;21517;turismo;1;54;1.85;57,4
3246;faculdade estácio de teresina;18171;administração;14;97;14.43;100
3247;faculdade estácio de teresina;88084;ciência da computação;5;80;6.25;68,8
3248;faculdade estácio de teresina;17523;ciências contábeis;4;70;5.71;50
3249;faculdade estácio de teresina;26002;comunicação social - publicidade e propaganda;4;86;4.65;68,6
3250;faculdade estácio de teresina;17524;direito;39;584;6.68;60,1
3251;faculdade estácio de teresina;95193;enfermagem;7;120;5.83;100
3252;faculdade estácio de teresina;94243;fisioterapia;7;87;8.05;49,4
3253;faculdade estácio de teresina;67562;jornalismo;1;56;1.79;89,3
3254;faculdade estácio de teresina;95195;nutrição;1;56;1.79;67,9
3255;faculdade estácio do amapá - estácio amapá;54112;administração;2;125;1.6;65,6
3256;faculdade estácio do amazonas - estácio amazonas;104254;administração;23;308;7.47;79,5
3257;faculdade estácio do amazonas - estácio amazonas;104272;biomedicina;22;186;11.83;81,2
3258;faculdade estácio do amazonas - estácio amazonas;104252;enfermagem;18;238;7.56;95,8
3259;faculdade estácio do amazonas - estácio amazonas;104250;nutrição;10;80;12.5;95
3260;faculdade estácio do amazonas - estácio amazonas;104276;radiologia;19;132;14.39;79,5
3261;faculdade estácio do pará - estácio fap;107676;ciências contábeis;3;240;1.25;52,9
3262;faculdade estácio do pará - estácio fap;80833;jornalismo;1;24;4.17;50
3263;faculdade estácio do pará - estácio fap;80834;publicidade e propaganda;4;155;2.58;71,6
3264;faculdade estácio do pará - estácio fap;72285;redes de computadores;5;81;6.17;49,4
3265;faculdade estácio euro- panamericana de humanidades e tecnologias - estácio europan;21230;administração;2;100;2.0;64
3266;faculdade estácio euro- panamericana de humanidades e tecnologias - estácio europan;91833;educação física;1;37;2.7;73
3267;faculdade evangélica de goianésia;82741;administração;11;90;12.22;55,6
3268;faculdade evangélica de goianésia;90657;direito;8;131;6.11;68,2
3269;faculdade faccat;6473;administração;26;98;26.53;63,3
3270;faculdade faccat;100086;arquitetura e urbanismo;2;48;4.17;43,8
3271;faculdade faccat;6472;ciências contábeis;12;30;40.0;43,3
3272;faculdade faccat;49237;pedagogia;2;44;4.55;40,9
3273;faculdade faccat;94861;sistemas de informação;3;29;10.34;65,5
3274;faculdade fae blumenau;68131;administração;3;40;7.5;52,5
3275;faculdade fae blumenau;108782;análise e desenvolvimento de sistemas;6;25;24.0;56
3276;faculdade fae blumenau;108401;logística;5;8;62.5;75
3277;faculdade fae sévigné porto alegre;110424;análise e desenvolvimento de sistemas;3;23;13.04;95,7
3278;faculdade fae sévigné porto alegre;112420;gestão de recursos humanos;4;51;7.84;72,5
3279;faculdade fae sévigné porto alegre;112428;gestão financeira;3;22;13.64;77,3
3280;faculdade fae sévigné porto alegre;98147;pedagogia;3;37;8.11;100
3281;faculdade fasipe;108443;biomedicina;16;114;14.04;53,5
3282;faculdade fasipe;109227;educação física;16;90;17.78;62,2
3283;faculdade fasipe;108441;enfermagem;17;120;14.17;68,9
3284;faculdade fernão dias;48213;administração;1;81;1.23;54,3
3285;faculdade fernão dias;58888;ciências contábeis;2;53;3.77;45,3
3286;faculdade fernão dias;65365;direito;4;24;16.67;70,8
3287;faculdade fernão dias;101405;gestão da tecnologia da informação;3;47;6.38;66
3288;faculdade fernão dias;101403;gestão de recursos humanos;19;256;7.42;47,7
3289;faculdade fernão dias;101399;gestão financeira;6;116;5.17;48,3
3290;faculdade fernão dias;101395;logística;16;132;12.12;52,3
3291;faculdade fernão dias;101397;marketing;3;49;6.12;73,5
3292;faculdade fernão dias;49357;pedagogia;9;75;12.0;40
3293;faculdade fernão dias;101401;processos gerenciais;4;57;7.02;63,2
3294;faculdade figueiredo costa - fic;73148;administração;22;97;22.68;62,9
3295;faculdade figueiredo costa - fic;116814;engenharia ambiental e sanitária;6;64;9.38;73,4
3296;faculdade figueiredo costa - fic;116812;engenharia de produção;10;77;12.99;61
3297;faculdade flamingo;22042;administração;27;161;16.77;57,8
3298;faculdade flamingo;100266;análise e desenvolvimento de sistemas;19;150;12.67;74,8
3299;faculdade flamingo;99904;automação industrial;21;108;19.44;57,4
3300;faculdade flamingo;111908;educação física;4;55;7.27;63,6
3301;faculdade flamingo;75665;gestão da qualidade;13;103;12.62;36,9
3302;faculdade flamingo;57122;gestão de recursos humanos;27;187;14.44;50
3303;faculdade flamingo;48001;gestão financeira;10;69;14.49;31,8
3304;faculdade flamingo;100272;logística;29;191;15.18;39,9
3305;faculdade flamingo;100270;marketing;16;56;28.57;38,2
3306;faculdade flamingo;117422;pedagogia;1;32;3.12;68,8
3307;faculdade flamingo;57134;redes de computadores;1;37;2.7;83,8
3308;faculdade fleming;19853;administração;23;44;52.27;83,9
3309;faculdade fleming;18809;ciências contábeis;12;46;26.09;84,8
3310;faculdade fortium;48190;administração;122;670;18.21;100
3311;faculdade fortium;48026;ciências biológicas;7;58;12.07;94,8
3312;faculdade fortium;48028;computação;10;33;30.3;63,6
3313;faculdade fortium;59089;comunicação social;5;36;13.89;44,4
3314;faculdade fortium;48867;design;3;10;30.0;90
3315;faculdade fortium;83305;letras - língua portuguesa;42;173;24.28;100
3316;faculdade fortium;48024;pedagogia;32;264;12.12;82
3317;faculdade fortium;49101;química;6;25;24.0;100
3318;faculdade fortium;48860;sistemas de informação;30;438;6.85;100
3319;faculdade foz do iguaçu;67955;direito;10;75;13.33;74,7
3320;faculdade fucape;109535;administração;6;26;23.08;34,6
3321;faculdade fucape;74162;ciências contábeis;4;27;14.81;66,7
3322;faculdade fucape;105966;ciências econômicas;4;8;50.0;62,5
3323;faculdade gennari e peartree;47926;administração;25;73;34.25;30,8
3324;faculdade gennari e peartree;84971;redes de computadores;6;21;28.57;38,1
3325;faculdade gennari e peartree;47924;sistema de informação;30;38;78.95;23,7
3326;faculdade geremário dantas;100530;pedagogia;14;36;38.89;22,2
