;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
273;centro universitario da cidade;analise e desenvolvimento de sistemas;13;33.0;134;134;computacao e tecnologias da informacao e comunicacao (tic);9.7;100.0
274;centro universitario da cidade;ciencia da computacao;2;33.0;25;25;computacao e tecnologias da informacao e comunicacao (tic);8.0;100.0
275;centro universitario da cidade;ciencias contabeis;13;33.0;131;131;negocios, administracao e direito;9.92;100.0
276;centro universitario da cidade;danca;5;33.0;41;41;educacao;12.2;100.0
277;centro universitario da cidade;desenho industrial;21;33.0;106;105;artes e humanidades;19.81;99.06
278;centro universitario da cidade;direito;101;33.0;563;562;negocios, administracao e direito;17.94;99.82
279;centro universitario da cidade;educacao fisica;10;33.0;144;142;educacao;6.94;98.61
280;centro universitario da cidade;enfermagem;21;33.0;84;84;saude e bem-estar;25.0;100.0
281;centro universitario da cidade;engenharia ambiental;6;33.0;37;37;engenharia, producao e construcao;16.22;100.0
282;centro universitario da cidade;engenharia de producao;7;33.0;103;102;engenharia, producao e construcao;6.8;99.03
283;centro universitario da cidade;engenharia eletrica;6;33.0;54;54;engenharia, producao e construcao;11.11;100.0
284;centro universitario da cidade;fisioterapia;1;33.0;31;31;saude e bem-estar;3.23;100.0
285;centro universitario da cidade;hotelaria;2;33.0;47;47;servicos;4.26;100.0
286;centro universitario da cidade;jornalismo;8;33.0;38;37;ciencias sociais, comunicacao e informacao;21.05;97.37
287;centro universitario da cidade;letras - espanhol;1;33.0;17;17;educacao;5.88;100.0
288;centro universitario da cidade;letras - ingles;2;33.0;20;19;educacao;10.0;95.0
289;centro universitario da cidade;letras - lingua portuguesa;3;33.0;15;15;educacao;20.0;100.0
290;centro universitario da cidade;marketing;9;33.0;158;158;negocios, administracao e direito;5.7;100.0
291;centro universitario da cidade;pedagogia;20;33.0;75;74;educacao;26.67;98.67
292;centro universitario da cidade;publicidade e propaganda;8;33.0;42;42;negocios, administracao e direito;19.05;100.0
293;centro universitario da cidade;redes de computadores;4;33.0;34;34;computacao e tecnologias da informacao e comunicacao (tic);11.76;100.0
294;centro universitario da cidade;relacoes internacionais;4;33.0;42;42;ciencias sociais, comunicacao e informacao;9.52;100.0
295;centro universitario da cidade;sistema de informacao;9;33.0;70;68;computacao e tecnologias da informacao e comunicacao (tic);12.86;97.14
296;centro universitario da cidade;teatro;10;33.0;105;105;artes e humanidades;9.52;100.0
297;centro universitario da cidade;turismo;5;33.0;106;106;servicos;4.72;100.0
298;centro universitario da fundacao educacional de barretos;administracao;8;35.0;125;99;negocios, administracao e direito;6.4;79.2
299;centro universitario da fundacao educacional de barretos;agronomia;5;35.0;56;33;agricultura, silvicultura, pesca e veterinaria;8.93;58.93
300;centro universitario da fundacao educacional de barretos;ciencias biologicas;5;35.0;36;22;educacao;13.89;61.11
301;centro universitario da fundacao educacional de barretos;ciencias contabeis;6;35.0;51;21;negocios, administracao e direito;11.76;41.18
302;centro universitario da fundacao educacional de barretos;direito;16;35.0;195;92;negocios, administracao e direito;8.21;47.18
303;centro universitario da fundacao educacional de barretos;educacao fisica;6;35.0;239;152;educacao;2.51;63.6
304;centro universitario da fundacao educacional de barretos;engenharia ambiental;13;35.0;98;67;engenharia, producao e construcao;13.27;68.37
305;centro universitario da fundacao educacional de barretos;engenharia civil;15;35.0;576;394;engenharia, producao e construcao;2.6;68.4
306;centro universitario da fundacao educacional de barretos;engenharia de alimentos;7;35.0;57;35;engenharia, producao e construcao;12.28;61.4
307;centro universitario da fundacao educacional de barretos;engenharia de producao;10;35.0;140;81;engenharia, producao e construcao;7.14;57.86
308;centro universitario da fundacao educacional de barretos;engenharia eletrica;8;35.0;232;104;engenharia, producao e construcao;3.45;44.83
309;centro universitario da fundacao educacional de barretos;engenharia mecanica;19;35.0;185;108;engenharia, producao e construcao;10.27;58.38
310;centro universitario da fundacao educacional de barretos;engenharia quimica;7;35.0;113;66;engenharia, producao e construcao;6.19;58.41
311;centro universitario da fundacao educacional de barretos;farmacia;8;35.0;69;34;saude e bem-estar;11.59;49.28
312;centro universitario da fundacao educacional de barretos;fisica;2;35.0;5;3;educacao;40.0;60.0
313;centro universitario da fundacao educacional de barretos;fisica medica;4;35.0;34;26;ciencias naturais, matematica e estatistica;11.76;76.47
314;centro universitario da fundacao educacional de barretos;matematica;2;35.0;15;10;educacao;13.33;66.67
315;centro universitario da fundacao educacional de barretos;odontologia;6;35.0;104;37;saude e bem-estar;5.77;35.58
316;centro universitario da fundacao educacional de barretos;pedagogia;7;35.0;55;40;educacao;12.73;72.73
317;centro universitario da fundacao educacional de barretos;quimica;7;35.0;46;30;educacao;15.22;65.22
318;centro universitario da fundacao educacional de barretos;servico social;4;35.0;55;38;saude e bem-estar;7.27;69.09
319;centro universitario da fundacao educacional de barretos;sistema de informacao;5;35.0;51;41;computacao e tecnologias da informacao e comunicacao (tic);9.8;80.39
320;centro universitario da fundacao educacional de barretos;zootecnia;4;35.0;30;17;agricultura, silvicultura, pesca e veterinaria;13.33;56.67
321;centro universitario da fundacao educacional guaxupe;administracao;6;31.0;115;52;negocios, administracao e direito;5.22;45.22
322;centro universitario da fundacao educacional guaxupe;ciencia da computacao;1;31.0;35;25;computacao e tecnologias da informacao e comunicacao (tic);2.86;71.43
323;centro universitario da fundacao educacional guaxupe;ciencias biologicas;1;31.0;4;3;educacao;25.0;75.0
324;centro universitario da fundacao educacional guaxupe;ciencias contabeis;5;31.0;78;30;negocios, administracao e direito;6.41;38.46
325;centro universitario da fundacao educacional guaxupe;comunicacao social - publicidade e propaganda;2;31.0;34;18;negocios, administracao e direito;5.88;52.94
326;centro universitario da fundacao educacional guaxupe;direito;7;31.0;122;51;negocios, administracao e direito;5.74;41.8
327;centro universitario da fundacao educacional guaxupe;educacao fisica;2;31.0;49;30;educacao;4.08;61.22
328;centro universitario da fundacao educacional guaxupe;engenharia de producao e qualidade;3;31.0;59;35;engenharia, producao e construcao;5.08;59.32
329;centro universitario da fundacao educacional guaxupe;filosofia;1;31.0;15;3;educacao;6.67;20.0
330;centro universitario da fundacao educacional guaxupe;fisioterapia;2;31.0;44;20;saude e bem-estar;4.55;45.45
331;centro universitario da fundacao educacional guaxupe;pedagogia;7;31.0;41;12;educacao;17.07;29.27
332;centro universitario da fundacao educacional guaxupe;servico social;4;31.0;32;17;saude e bem-estar;12.5;53.12
333;centro universitario da fundacao educacional inaciana pe saboia de medeiros;administracao;41;35.0;349;167;negocios, administracao e direito;11.75;47.85
334;centro universitario da fundacao educacional inaciana pe saboia de medeiros;ciencia da computacao;21;35.0;116;74;computacao e tecnologias da informacao e comunicacao (tic);18.1;63.79
335;centro universitario da grande dourados;administracao;28;50.0;177;98;negocios, administracao e direito;15.82;55.37
336;centro universitario da grande dourados;agronomia;12;50.0;88;48;agricultura, silvicultura, pesca e veterinaria;13.64;54.55
337;centro universitario da grande dourados;arquitetura e urbanismo;14;50.0;92;36;engenharia, producao e construcao;15.22;39.13
338;centro universitario da grande dourados;artes visuais;7;50.0;21;6;educacao;33.33;28.57
339;centro universitario da grande dourados;biomedicina;6;50.0;29;10;saude e bem-estar;20.69;34.48
340;centro universitario da grande dourados;ciencia da computacao;9;50.0;59;51;computacao e tecnologias da informacao e comunicacao (tic);15.25;86.44
341;centro universitario da grande dourados;ciencias biologicas;16;50.0;57;44;educacao;28.07;77.19
342;centro universitario da grande dourados;ciencias contabeis;20;50.0;129;59;negocios, administracao e direito;15.5;45.74
343;centro universitario da grande dourados;comunicacao social - publicidade e propaganda;8;50.0;10;6;negocios, administracao e direito;80.0;60.0
344;centro universitario da grande dourados;direito;75;50.0;418;176;negocios, administracao e direito;17.94;42.11
345;centro universitario da grande dourados;educacao fisica;28;50.0;202;84;educacao;13.86;41.58
346;centro universitario da grande dourados;enfermagem;18;50.0;113;40;saude e bem-estar;15.93;35.4
347;centro universitario da grande dourados;estetica e cosmetica;20;50.0;151;52;servicos;13.25;34.44
348;centro universitario da grande dourados;farmacia;39;50.0;115;52;saude e bem-estar;33.91;45.22
349;centro universitario da grande dourados;fisioterapia;11;50.0;72;27;saude e bem-estar;15.28;37.5
350;centro universitario da grande dourados;jornalismo;4;50.0;17;13;ciencias sociais, comunicacao e informacao;23.53;76.47
351;centro universitario da grande dourados;medicina veterinaria;17;50.0;75;33;agricultura, silvicultura, pesca e veterinaria;22.67;44.0
352;centro universitario da grande dourados;nutricao;15;50.0;63;26;saude e bem-estar;23.81;41.27
353;centro universitario da grande dourados;odontologia;15;50.0;67;13;saude e bem-estar;22.39;19.4
354;centro universitario da grande dourados;pedagogia;7;50.0;93;52;educacao;7.53;55.91
355;centro universitario da grande dourados;producao agricola;10;50.0;101;42;agricultura, silvicultura, pesca e veterinaria;9.9;41.58
356;centro universitario da grande dourados;producao publicitaria;4;50.0;66;62;negocios, administracao e direito;6.06;93.94
357;centro universitario da grande dourados;psicologia;45;50.0;208;82;educacao;21.63;39.42
358;centro universitario da serra gaucha;administracao;143;43.0;1044;649;negocios, administracao e direito;13.7;62.16
359;centro universitario da serra gaucha;arquitetura e urbanismo;6;43.0;125;87;engenharia, producao e construcao;4.8;69.6
360;centro universitario da serra gaucha;biomedicina;12;43.0;166;102;saude e bem-estar;7.23;61.45
361;centro universitario da serra gaucha;ciencias contabeis;2;43.0;176;139;negocios, administracao e direito;1.14;78.98
362;centro universitario da serra gaucha;design;7;43.0;202;151;artes e humanidades;3.47;74.75
363;centro universitario da serra gaucha;direito;15;43.0;210;129;negocios, administracao e direito;7.14;61.43
364;centro universitario da serra gaucha;educacao fisica;3;43.0;121;81;educacao;2.48;66.94
365;centro universitario da serra gaucha;enfermagem;3;43.0;67;52;saude e bem-estar;4.48;77.61
366;centro universitario da serra gaucha;engenharia civil;7;43.0;157;113;engenharia, producao e construcao;4.46;71.97
367;centro universitario da serra gaucha;engenharia de producao;7;43.0;189;151;engenharia, producao e construcao;3.7;79.89
368;centro universitario da serra gaucha;fisioterapia;8;43.0;98;51;saude e bem-estar;8.16;52.04
369;centro universitario da serra gaucha;psicologia;9;43.0;228;191;ciencias sociais, comunicacao e informacao;3.95;83.77
370;centro universitario da serra gaucha;terapia ocupacional;1;43.0;26;11;saude e bem-estar;3.85;42.31
371;centro universitario de anapolis;administracao;13;52.0;152;85;negocios, administracao e direito;8.55;55.92
372;centro universitario de anapolis;agronomia;5;52.0;106;48;agricultura, silvicultura, pesca e veterinaria;4.72;45.28
373;centro universitario de anapolis;arquitetura e urbanismo;12;52.0;108;48;engenharia, producao e construcao;11.11;44.44
374;centro universitario de anapolis;ciencias biologicas;4;52.0;24;8;educacao;16.67;33.33
375;centro universitario de anapolis;design grafico;10;52.0;49;25;artes e humanidades;20.41;51.02
376;centro universitario de anapolis;direito;60;52.0;475;173;negocios, administracao e direito;12.63;36.42
377;centro universitario de anapolis;educacao fisica;17;52.0;193;115;educacao;8.81;59.59
378;centro universitario de anapolis;enfermagem;5;52.0;80;25;saude e bem-estar;6.25;31.25
379;centro universitario de anapolis;engenharia civil;19;52.0;152;33;engenharia, producao e construcao;12.5;21.71
380;centro universitario de anapolis;engenharia mecanica;10;52.0;118;45;engenharia, producao e construcao;8.47;38.14
381;centro universitario de anapolis;farmacia;13;52.0;92;22;saude e bem-estar;14.13;23.91
382;centro universitario de anapolis;fisioterapia;6;52.0;31;11;saude e bem-estar;19.35;35.48
383;centro universitario de anapolis;gastronomia;8;52.0;65;23;servicos;12.31;35.38
384;centro universitario de anapolis;gestao financeira;7;52.0;58;13;negocios, administracao e direito;12.07;22.41
385;centro universitario de anapolis;logistica;11;52.0;64;13;negocios, administracao e direito;17.19;20.31
386;centro universitario de anapolis;medicina;20;52.0;128;5;saude e bem-estar;15.62;3.91
387;centro universitario de anapolis;odontologia;30;52.0;172;23;saude e bem-estar;17.44;13.37
388;centro universitario de anapolis;pedagogia;14;52.0;125;38;educacao;11.2;30.4
389;centro universitario de anapolis;radiologia;6;52.0;59;30;saude e bem-estar;10.17;50.85
390;centro universitario de barra mansa;administracao;39;33.0;156;145;negocios, administracao e direito;25.0;92.95
391;centro universitario de barra mansa;biologia;18;33.0;21;20;ciencias naturais, matematica e estatistica;85.71;95.24
392;centro universitario de barra mansa;ciencia da computacao;12;33.0;21;3;computacao e tecnologias da informacao e comunicacao (tic);57.14;14.29
393;centro universitario de barra mansa;ciencias contabeis;19;33.0;47;43;negocios, administracao e direito;40.43;91.49
394;centro universitario de barra mansa;direito;67;33.0;210;169;negocios, administracao e direito;31.9;80.48
395;centro universitario de barra mansa;educacao fisica;24;33.0;50;13;educacao;48.0;26.0
396;centro universitario de barra mansa;enfermagem;36;33.0;80;52;saude e bem-estar;45.0;65.0
397;centro universitario de barra mansa;engenharia de computacao;8;33.0;33;13;engenharia, producao e construcao;24.24;39.39
